invoice_no,name,city,region,product,brand,store,quantity,unit_price,discount,order_timestamp,payment_mode
INV87093,Amit,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,5,6000,100,2026-03-01 18:53:00,COD
INV78467,Vishal,Delhi,Delhi,Shirt,Levis,Store Delhi,1,6000,100,2026-02-23 19:07:00,CARD
INV90742,Amit,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,5,6000,0,2026-03-04 07:42:00,CARD
INV33939,Amit,Delhi,Delhi,Shirt,Zara,Store Delhi,5,6000,0,2026-01-23 20:59:00,COD
INV75571,Rahul,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,0,2026-02-21 18:51:00,CARD
INV58763,Amit,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,5,6000,50,2026-02-10 02:43:00,UPI
INV99317,Sneha,Delhi,Delhi,Shirt,Levis,Store Delhi,5,6000,500,2026-03-10 06:37:00,CARD
INV60902,Anita,Delhi,Delhi,Shirt,Levis,Store Delhi,2,6000,50,2026-02-11 14:22:00,CARD
INV60090,Anita,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,3,6000,0,2026-02-11 00:50:00,CARD
INV50078,Anita,Delhi,Delhi,Shirt,Zara,Store Delhi,4,6000,500,2026-02-04 01:58:00,CARD
INV88263,Sneha,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,0,2026-03-02 14:23:00,UPI
INV83870,Vishal,Delhi,Delhi,Shirt,Levis,Store Delhi,5,6000,500,2026-02-27 13:10:00,COD
INV85633,Priya,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,4,6000,500,2026-02-28 18:33:00,COD
INV52755,Anita,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,100,2026-02-05 22:35:00,CARD
INV71079,Rahul,Delhi,Delhi,Shirt,Levis,Store Delhi,1,6000,500,2026-02-18 15:59:00,UPI
INV25100,Sneha,Delhi,Delhi,Shirt,Zara,Store Delhi,5,6000,1000,2026-01-17 17:40:00,COD
INV33407,Anita,Delhi,Delhi,Shirt,Zara,Store Delhi,4,6000,500,2026-01-23 12:07:00,COD
INV61728,Priya,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,3,6000,0,2026-02-12 04:08:00,UPI
INV3529,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,500,2026-01-02 18:09:00,UPI
INV6541,Sneha,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,2,6000,50,2026-01-04 20:21:00,COD
INV78894,Sneha,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,3,6000,0,2026-02-24 02:14:00,COD
INV6727,Sneha,Delhi,Delhi,Shirt,Levis,Store Delhi,3,6000,0,2026-01-04 23:27:00,UPI
INV21968,Amit,Delhi,Delhi,Shirt,Zara,Store Delhi,5,6000,500,2026-01-15 13:28:00,UPI
INV26519,Priya,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,4,6000,0,2026-01-18 17:19:00,UPI
INV87503,Vishal,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,3,6000,50,2026-03-02 01:43:00,CARD
INV97359,Amit,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,5,6000,50,2026-03-08 21:59:00,CARD
INV95349,Rahul,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,2,6000,50,2026-03-07 12:29:00,CARD
INV17442,Priya,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,1,6000,100,2026-01-12 10:02:00,UPI
INV20705,Sneha,Delhi,Delhi,Shirt,Levis,Store Delhi,4,6000,0,2026-01-14 16:25:00,COD
INV11126,Rahul,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,3,6000,50,2026-01-08 00:46:00,COD
INV51355,Priya,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,0,2026-02-04 23:15:00,COD
INV60546,Rahul,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,5,6000,50,2026-02-11 08:26:00,CARD
INV45965,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,0,2026-02-01 05:25:00,COD
INV43145,Rahul,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,500,2026-01-30 06:25:00,COD
INV58483,Sneha,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,2,6000,500,2026-02-09 22:03:00,UPI
INV84485,Anita,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,4,6000,100,2026-02-27 23:25:00,COD
INV13237,Rahul,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,2,6000,1000,2026-01-09 11:57:00,CARD
INV81308,Rahul,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,2,6000,100,2026-02-25 18:28:00,CARD
INV82888,Anita,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,1000,2026-02-26 20:48:00,CARD
INV6930,Rahul,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,1000,2026-01-05 02:50:00,UPI
INV3087,Priya,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,2,6000,100,2026-01-02 10:47:00,CARD
INV73548,Priya,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,4,6000,1000,2026-02-20 09:08:00,UPI
INV100087,Priya,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,4,6000,1000,2026-03-10 19:27:00,UPI
INV3142,Rahul,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,4,6000,1000,2026-01-02 11:42:00,CARD
INV75947,Sneha,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,2,6000,500,2026-02-22 01:07:00,COD
INV10968,Vishal,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,1000,2026-01-07 22:08:00,CARD
INV79523,Amit,Delhi,Delhi,Shirt,Levis,Store Delhi,1,6000,100,2026-02-24 12:43:00,CARD
INV57300,Vishal,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,500,2026-02-09 02:20:00,UPI
INV41626,Amit,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,4,6000,1000,2026-01-29 05:06:00,CARD
INV56358,Amit,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,4,6000,0,2026-02-08 10:38:00,COD
INV53483,Priya,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,3,6000,500,2026-02-06 10:43:00,COD
INV74591,Anita,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,2,6000,0,2026-02-21 02:31:00,CARD
INV79972,Amit,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,5,6000,0,2026-02-24 20:12:00,UPI
INV89187,Priya,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,4,6000,0,2026-03-03 05:47:00,CARD
INV96275,Priya,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,500,2026-03-08 03:55:00,COD
INV4367,Sneha,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,100,2026-01-03 08:07:00,COD
INV43108,Sneha,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,3,6000,500,2026-01-30 05:48:00,COD
INV89547,Priya,Delhi,Delhi,Shirt,Levis,Store Delhi,1,6000,1000,2026-03-03 11:47:00,CARD
INV100220,Vishal,Delhi,Delhi,Shirt,Levis,Store Delhi,3,6000,1000,2026-03-10 21:40:00,UPI
INV92527,Sneha,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,4,6000,50,2026-03-05 13:27:00,CARD
INV42672,Sneha,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,4,6000,500,2026-01-29 22:32:00,CARD
INV40615,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,3,6000,1000,2026-01-28 12:15:00,COD
INV8367,Vishal,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,4,6000,100,2026-01-06 02:47:00,CARD
INV29183,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,5,6000,1000,2026-01-20 13:43:00,CARD
INV98727,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,100,2026-03-09 20:47:00,COD
INV94896,Amit,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,5,6000,100,2026-03-07 04:56:00,UPI
INV75603,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,3,6000,0,2026-02-21 19:23:00,CARD
INV14567,Anita,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,4,6000,50,2026-01-10 10:07:00,UPI
INV97053,Vishal,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,1,6000,1000,2026-03-08 16:53:00,UPI
INV57982,Priya,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,3,6000,0,2026-02-09 13:42:00,CARD
INV43476,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,1,6000,500,2026-01-30 11:56:00,CARD
INV70779,Sneha,Delhi,Delhi,Shirt,Levis,Store Delhi,5,6000,500,2026-02-18 10:59:00,UPI
INV97747,Amit,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,3,6000,500,2026-03-09 04:27:00,CARD
INV19837,Sneha,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,4,6000,50,2026-01-14 01:57:00,COD
INV97379,Rahul,Delhi,Delhi,Shirt,Levis,Store Delhi,3,6000,1000,2026-03-08 22:19:00,COD
INV77763,Anita,Delhi,Delhi,Shirt,Levis,Store Delhi,2,6000,500,2026-02-23 07:23:00,CARD
INV60421,Vishal,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,0,2026-02-11 06:21:00,COD
INV86082,Amit,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,500,2026-03-01 02:02:00,UPI
INV67755,Vishal,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,1,6000,0,2026-02-16 08:35:00,UPI
INV71937,Priya,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,5,6000,500,2026-02-19 06:17:00,COD
INV21459,Vishal,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,5,6000,1000,2026-01-15 04:59:00,COD
INV75917,Anita,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,2,6000,0,2026-02-22 00:37:00,CARD
INV1247,Vishal,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,1,6000,1000,2026-01-01 04:07:00,CARD
INV85680,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,100,2026-02-28 19:20:00,UPI
INV85792,Vishal,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,2,6000,100,2026-02-28 21:12:00,CARD
INV65251,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,0,2026-02-14 14:51:00,UPI
INV16226,Vishal,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,0,2026-01-11 13:46:00,COD
INV31638,Priya,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,100,2026-01-22 06:38:00,UPI
INV46335,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,1,6000,0,2026-02-01 11:35:00,COD
INV25306,Sneha,Delhi,Delhi,Shirt,Zara,Store Delhi,2,6000,0,2026-01-17 21:06:00,CARD
INV70703,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,4,6000,0,2026-02-18 09:43:00,UPI
INV88843,Sneha,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,5,6000,50,2026-03-03 00:03:00,UPI
INV4828,Priya,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,2,6000,100,2026-01-03 15:48:00,UPI
INV35388,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,500,2026-01-24 21:08:00,UPI
INV52822,Priya,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,4,6000,1000,2026-02-05 23:42:00,CARD
INV31777,Amit,Delhi,Delhi,Shirt,Levis,Store Delhi,4,6000,1000,2026-01-22 08:57:00,UPI
INV13610,Vishal,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,4,6000,1000,2026-01-09 18:10:00,UPI
INV40145,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,3,6000,500,2026-01-28 04:25:00,CARD
INV32341,Priya,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,2,6000,500,2026-01-22 18:21:00,UPI
INV56147,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,1000,2026-02-08 07:07:00,COD
INV99245,Vishal,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,4,6000,50,2026-03-10 05:25:00,CARD
INV7747,Vishal,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,3,6000,50,2026-01-05 16:27:00,COD
INV69698,Vishal,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,2,6000,500,2026-02-17 16:58:00,COD
INV34915,Amit,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,4,6000,0,2026-01-24 13:15:00,COD
INV59813,Priya,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,4,6000,1000,2026-02-10 20:13:00,COD
INV93186,Sneha,Delhi,Delhi,Shirt,Zara,Store Delhi,2,6000,500,2026-03-06 00:26:00,COD
INV3105,Rahul,Delhi,Delhi,Shirt,Levis,Store Delhi,3,6000,1000,2026-01-02 11:05:00,COD
INV5120,Rahul,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,5,6000,0,2026-01-03 20:40:00,COD
INV59773,Rahul,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,5,6000,1000,2026-02-10 19:33:00,COD
INV50052,Rahul,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,100,2026-02-04 01:32:00,COD
INV63284,Vishal,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,4,6000,100,2026-02-13 06:04:00,CARD
INV61629,Sneha,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,3,6000,500,2026-02-12 02:29:00,COD
INV35679,Vishal,Delhi,Delhi,Shirt,Zara,Store Delhi,5,6000,50,2026-01-25 01:59:00,COD
INV76396,Sneha,Delhi,Delhi,Shirt,Levis,Store Delhi,2,6000,50,2026-02-22 08:36:00,UPI
INV18055,Anita,Delhi,Delhi,Shirt,Zara,Store Delhi,2,6000,0,2026-01-12 20:15:00,UPI
INV97834,Vishal,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,0,2026-03-09 05:54:00,UPI
INV52913,Anita,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,2,6000,1000,2026-02-06 01:13:00,COD
INV29419,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,4,6000,100,2026-01-20 17:39:00,UPI
INV56229,Vishal,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,3,6000,1000,2026-02-08 08:29:00,CARD
INV7449,Anita,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,2,6000,500,2026-01-05 11:29:00,UPI
INV16002,Rahul,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,50,2026-01-11 10:02:00,COD
INV76796,Anita,Delhi,Delhi,Shirt,Zara,Store Delhi,3,6000,0,2026-02-22 15:16:00,UPI
INV73322,Anita,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,50,2026-02-20 05:22:00,UPI
INV30839,Sneha,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,1,6000,100,2026-01-21 17:19:00,UPI
INV89606,Anita,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,1000,2026-03-03 12:46:00,COD
INV93732,Vishal,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,5,6000,500,2026-03-06 09:32:00,CARD
INV98694,Sneha,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,4,6000,500,2026-03-09 20:14:00,COD
INV91668,Sneha,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,5,6000,1000,2026-03-04 23:08:00,UPI
INV68950,Anita,Delhi,Delhi,Shirt,Levis,Store Delhi,3,6000,50,2026-02-17 04:30:00,CARD
INV66960,Sneha,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,3,6000,1000,2026-02-15 19:20:00,COD
INV71790,Rahul,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,50,2026-02-19 03:50:00,CARD
INV85898,Sneha,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,5,6000,0,2026-02-28 22:58:00,CARD
INV83458,Rahul,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,4,6000,100,2026-02-27 06:18:00,COD
INV19593,Vishal,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,2,6000,0,2026-01-13 21:53:00,UPI
INV31792,Sneha,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,2,6000,1000,2026-01-22 09:12:00,UPI
INV65839,Amit,Delhi,Delhi,Shirt,Levis,Store Delhi,2,6000,0,2026-02-15 00:39:00,UPI
INV57786,Rahul,Delhi,Delhi,Shirt,Levis,Store Delhi,5,6000,1000,2026-02-09 10:26:00,CARD
INV27314,Sneha,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,2,6000,0,2026-01-19 06:34:00,UPI
INV23508,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,5,6000,500,2026-01-16 15:08:00,COD
INV70458,Sneha,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,4,6000,50,2026-02-18 05:38:00,COD
INV91325,Sneha,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,50,2026-03-04 17:25:00,CARD
INV33714,Anita,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,4,6000,0,2026-01-23 17:14:00,COD
INV95384,Sneha,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,3,6000,50,2026-03-07 13:04:00,COD
INV24684,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,4,6000,100,2026-01-17 10:44:00,CARD
INV39013,Amit,Delhi,Delhi,Shirt,Zara,Store Delhi,2,6000,50,2026-01-27 09:33:00,CARD
INV52354,Amit,Delhi,Delhi,Shirt,Levis,Store Delhi,3,6000,1000,2026-02-05 15:54:00,UPI
INV12330,Sneha,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,1,6000,0,2026-01-08 20:50:00,COD
INV56178,Anita,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,4,6000,100,2026-02-08 07:38:00,CARD
INV69733,Vishal,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,5,6000,500,2026-02-17 17:33:00,UPI
INV86243,Sneha,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,1,6000,0,2026-03-01 04:43:00,COD
INV26002,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,5,6000,500,2026-01-18 08:42:00,CARD
INV35400,Vishal,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,2,6000,50,2026-01-24 21:20:00,UPI
INV70892,Rahul,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,5,6000,0,2026-02-18 12:52:00,CARD
INV38345,Priya,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,1,6000,500,2026-01-26 22:25:00,COD
INV30369,Anita,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,3,6000,0,2026-01-21 09:29:00,COD
INV29284,Sneha,Delhi,Delhi,Shirt,Levis,Store Delhi,2,6000,1000,2026-01-20 15:24:00,COD
INV96076,Rahul,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,500,2026-03-08 00:36:00,CARD
INV84193,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,1,6000,0,2026-02-27 18:33:00,COD
INV67528,Anita,Delhi,Delhi,Shirt,Levis,Store Delhi,4,6000,500,2026-02-16 04:48:00,CARD
INV21659,Sneha,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,5,6000,1000,2026-01-15 08:19:00,COD
INV76490,Amit,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,4,6000,0,2026-02-22 10:10:00,COD
INV63999,Sneha,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,5,6000,1000,2026-02-13 17:59:00,COD
INV72642,Vishal,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,1,6000,50,2026-02-19 18:02:00,UPI
INV96847,Rahul,Delhi,Delhi,Shirt,Zara,Store Delhi,3,6000,1000,2026-03-08 13:27:00,CARD
INV21001,Rahul,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,2,6000,500,2026-01-14 21:21:00,CARD
INV83669,Priya,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,50,2026-02-27 09:49:00,COD
INV94303,Sneha,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,2,6000,500,2026-03-06 19:03:00,COD
INV48883,Priya,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,0,2026-02-03 06:03:00,UPI
INV56707,Rahul,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,5,6000,50,2026-02-08 16:27:00,CARD
INV88976,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,3,6000,1000,2026-03-03 02:16:00,UPI
INV52415,Priya,Delhi,Delhi,Shirt,Zara,Store Delhi,2,6000,50,2026-02-05 16:55:00,UPI
INV3759,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,1000,2026-01-02 21:59:00,COD
INV52401,Vishal,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,1,6000,1000,2026-02-05 16:41:00,COD
INV42482,Anita,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,500,2026-01-29 19:22:00,CARD
INV64076,Rahul,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,1,6000,50,2026-02-13 19:16:00,CARD
INV32485,Anita,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,3,6000,1000,2026-01-22 20:45:00,CARD
INV56431,Sneha,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,50,2026-02-08 11:51:00,UPI
INV74470,Rahul,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,4,6000,1000,2026-02-21 00:30:00,COD
INV67975,Rahul,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,2,6000,1000,2026-02-16 12:15:00,CARD
INV48465,Amit,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,5,6000,100,2026-02-02 23:05:00,CARD
INV56618,Vishal,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,5,6000,500,2026-02-08 14:58:00,CARD
INV2696,Amit,Delhi,Delhi,Shirt,Zara,Store Delhi,2,6000,500,2026-01-02 04:16:00,COD
INV25763,Anita,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,5,6000,0,2026-01-18 04:43:00,COD
INV20761,Sneha,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,0,2026-01-14 17:21:00,COD
INV94269,Amit,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,4,6000,1000,2026-03-06 18:29:00,UPI
INV47129,Amit,Delhi,Delhi,Shirt,Zara,Store Delhi,5,6000,500,2026-02-02 00:49:00,CARD
INV85503,Amit,Delhi,Delhi,Shirt,Levis,Store Delhi,3,6000,100,2026-02-28 16:23:00,CARD
INV12314,Amit,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,1,6000,0,2026-01-08 20:34:00,COD
INV44007,Priya,Delhi,Delhi,Shirt,Levis,Store Delhi,5,6000,100,2026-01-30 20:47:00,UPI
INV31164,Priya,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,5,6000,0,2026-01-21 22:44:00,CARD
INV58156,Rahul,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,1,6000,50,2026-02-09 16:36:00,UPI
INV81998,Rahul,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,3,6000,1000,2026-02-26 05:58:00,CARD
INV5582,Priya,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,4,6000,500,2026-01-04 04:22:00,UPI
INV61175,Priya,Delhi,Delhi,Shirt,Zara,Store Delhi,1,6000,500,2026-02-11 18:55:00,UPI
INV38822,Vishal,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,2,6000,100,2026-01-27 06:22:00,CARD
INV23160,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,0,2026-01-16 09:20:00,COD
INV59330,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,5,6000,1000,2026-02-10 12:10:00,UPI
INV45797,Rahul,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,5,6000,1000,2026-02-01 02:37:00,CARD
INV25255,Priya,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,5,6000,500,2026-01-17 20:15:00,CARD
INV9330,Sneha,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,4,6000,100,2026-01-06 18:50:00,UPI
INV99172,Anita,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,1,6000,0,2026-03-10 04:12:00,UPI
INV29031,Vishal,Delhi,Delhi,Shirt,Zara,Store Delhi,5,6000,100,2026-01-20 11:11:00,CARD
INV79299,Rahul,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,500,2026-02-24 08:59:00,COD
INV41983,Amit,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,4,6000,50,2026-01-29 11:03:00,CARD
INV40620,Amit,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,1,6000,50,2026-01-28 12:20:00,UPI
INV41698,Rahul,Hyderabad,Telangana,Shirt,Levis,Store Hyderabad,5,6000,0,2026-01-29 06:18:00,CARD
INV12527,Sneha,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,5,6000,100,2026-01-09 00:07:00,UPI
INV23314,Sneha,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,5,6000,0,2026-01-16 11:54:00,COD
INV55823,Anita,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,4,6000,1000,2026-02-08 01:43:00,COD
INV2598,Priya,Bangalore,Karnataka,Shirt,Levis,Store Bangalore,3,6000,100,2026-01-02 02:38:00,COD
INV49249,Vishal,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,4,6000,500,2026-02-03 12:09:00,COD
INV53295,Anita,Chennai,Tamil Nadu,Shirt,Zara,Store Chennai,1,6000,500,2026-02-06 07:35:00,COD
INV33137,Anita,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,4,6000,500,2026-01-23 07:37:00,UPI
INV45053,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,4,6000,500,2026-01-31 14:13:00,UPI
INV14654,Priya,Chennai,Tamil Nadu,Shirt,Levis,Store Chennai,3,6000,1000,2026-01-10 11:34:00,UPI
INV1376,Amit,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,3,6000,0,2026-01-01 06:16:00,COD
INV94919,Amit,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,4,6000,1000,2026-03-07 05:19:00,COD
INV93403,Anita,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,500,2026-03-06 04:03:00,COD
INV54350,Vishal,Mumbai,Maharashtra,Shirt,Levis,Store Mumbai,5,6000,100,2026-02-07 01:10:00,UPI
INV91767,Amit,Hyderabad,Telangana,Shirt,Zara,Store Hyderabad,3,6000,1000,2026-03-05 00:47:00,COD
INV19128,Vishal,Delhi,Delhi,Shirt,Zara,Store Delhi,4,6000,1000,2026-01-13 14:08:00,COD
INV28128,Vishal,Mumbai,Maharashtra,Shirt,Zara,Store Mumbai,2,6000,100,2026-01-19 20:08:00,UPI
INV79092,Amit,Bangalore,Karnataka,Shirt,Zara,Store Bangalore,5,6000,1000,2026-02-24 05:32:00,COD
